id,Weight_PID,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,xparent,Q1_1,Q1_2,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q5,Q6,Q260,Q26a,QPID,ABCAGE,Contact
258570887,1.027,Spanish,qualified,46,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,Six or more,"$150,000 or more",Never married,Metro,West,Rented for cash,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,No opinion,Right direction,Somewhat important,Very important,Very important,Very important,Not so important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Both,Both,Democrats,Both,Democrats,Democrats,Democrats,Democrats,Both,Democrats,Democrats,Less likely to vote for the Republican candidate in that election,Would not vote,Catholic,No,A Democrat,30-49,"No, I am not willing to be interviewed"
258570888,.9676,English,qualified,53,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Self-employed,Working full-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Republicans,Both,Democrats,Both,Republicans,Democrats,Democrats,Both,Republicans,Republicans,Democrats,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,Catholic,No,An Independent,50-64,"No, I am not willing to be interviewed"
258570889,1.3301,Spanish,qualified,37,No high school diploma or GED,Less than high school,Female,Hispanic,5,"Less than $10,000",Now Married,Metro,South,Rented for cash,Texas,Homemaker,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Republicans,Democrats,Democrats,Republicans,Democrats,Republicans,Republicans,Democrats,Republicans,Democrats,Republicans,Would not vote,Would not vote,Catholic,No,Something else,30-49,"No, I am not willing to be interviewed"
258570890,.6734,English,qualified,30,High school graduate (high school diploma or the equivalent GED),High school,Female,"Black, Non-Hispanic",4,"$100,000 to $149,999",Never married,Metro,NorthEast,Rented for cash,New York,Homemaker,Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would not vote,More likely to vote for the Democratic candidate in that election,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",No,A Democrat,30-49,"Yes, I am willing to be interviewed"
258570891,.6694,English,qualified,81,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Georgia,Self-employed,Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,Buddhist, ,A Democrat,65+,"No, I am not willing to be interviewed"
258570892,1.2147,English,qualified,22,Some college or Associate degree,Some college,Female,Hispanic,Six or more,"$50,000 to $74,999",Never married,Metro,South,Owned or being bought by you or someone in your household,Georgia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,No opinion,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Both,Both,Both,Both,Both,Both,Both,Both,Both,Both,Both,Would not vote,Would not vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",No,Something else,18-29,"No, I am not willing to be interviewed"
258570893,1.1862,English,qualified,87,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$10,000 to $24,999",Widowed,Metro,MidWest,Owned or being bought by you or someone in your household,Ohio,Retired,Not working,not parents of children 0-17 YO,Unfavorable,No opinion,Wrong direction,Somewhat important,Somewhat important,Somewhat important,Very important,Not so important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Neither,Neither,Democrats,Republicans,Neither,Neither,Democrats,Neither,Democrats,Republicans,Democrats,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",No,An Independent,65+,"No, I am not willing to be interviewed"
258570894,1.514,Spanish,qualified,44,No high school diploma or GED,Less than high school,Male,Hispanic,Six or more,"$25,000 to $49,999",Now Married,Metro,South,Rented for cash,Texas,Self-employed,Not working,parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Not so important,Somewhat important,Very important,Very important,Not so important,Somewhat important,Somewhat important,Very important,Not so important,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Would not vote,Would not vote,Catholic,No,A Republican,30-49,"No, I am not willing to be interviewed"
258570895,.7023,English,qualified,52,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",5,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Connecticut,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,Catholic,No,A Democrat,50-64,"No, I am not willing to be interviewed"
258570896,1.2306,Spanish,qualified,38,No high school diploma or GED,Less than high school,Female,Hispanic,Six or more,"$25,000 to $49,999",Now Married,Metro,West,Rented for cash,Colorado,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,No opinion,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Would make no difference in your vote,Would make no difference in your vote,No religion, ,Something else,30-49,"No, I am not willing to be interviewed"
258570897,1.5656,English,qualified,28,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",5,"$25,000 to $49,999",Never married,Non-Metro,South,Rented for cash,West Virginia,Employed part-time (by someone else),Working part-time,parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Neither,Neither,Both,Neither,Republicans,Neither,Democrats,Both,Both,Both,Neither,Less likely to vote for the Republican candidate in that election,Would make no difference in your vote,No religion, ,An Independent,18-29,"Yes, I am willing to be interviewed"
258570898,.9831,English,qualified,71,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Widowed,Non-Metro,South,Owned or being bought by you or someone in your household,Mississippi,Retired,Not working,not parents of children 0-17 YO,No opinion,Unfavorable,Wrong direction,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Both,Neither,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,A Republican,65+,"No, I am not willing to be interviewed"
258570899,.6976,English,qualified,60,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Non-Metro,South,Owned or being bought by you or someone in your household,South Carolina,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Republicans,Republicans,Democrats,Republicans,Republicans,Democrats,Democrats,Neither,Both,Neither,Democrats,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",No,An Independent,50-64,"No, I am not willing to be interviewed"
258570900,.9676,English,qualified,52,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$150,000 or more",Divorced,Metro,West,Owned or being bought by you or someone in your household,Washington,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Democrats,Neither,Neither,Neither,Democrats,Democrats,Democrats,Neither,Neither,Democrats,Democrats,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,No religion, ,An Independent,50-64,"No, I am not willing to be interviewed"
258570901,.5456,English,qualified,66,Some college or Associate degree,Some college,Female,"Black, Non-Hispanic",1,"$100,000 to $149,999",Divorced,Metro,South,Owned or being bought by you or someone in your household,Georgia,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Both,Both,Democrats,Democrats,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,A Democrat,65+,"No, I am not willing to be interviewed"
258570902,1.0586,English,qualified,53,Some college or Associate degree,Some college,Female,Hispanic,4,"$100,000 to $149,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Retired,Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Very important,Very important,Not so important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Very important,Neither,Neither,Neither,Republicans,Republicans,Neither,Neither,Both,Democrats,Republicans,Neither,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,No religion, ,A Republican,50-64,"No, I am not willing to be interviewed"
258570903,1.1829,English,qualified,50,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Non-Metro,West,Owned or being bought by you or someone in your household,Idaho,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Somewhat important,Somewhat important,Very important,Not so important,Somewhat important,Somewhat important,Not so important,Not so important,Not so important,Very important,Neither,Neither,Democrats,Neither,Neither,Neither,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,No religion, ,An Independent,50-64,"No, I am not willing to be interviewed"
258570904,1.0113,English,qualified,77,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Somewhat important,Not so important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Republicans,Republicans,Neither,Republicans,Republicans,Neither,Democrats,Neither,Neither,Republicans,Neither,More likely to vote for the Republican candidate in that election,Less likely to vote for the Democratic candidate in that election,No religion, ,An Independent,65+,"Yes, I am willing to be interviewed"
258570905,1.1864,English,qualified,55,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",4,"$75,000 to $99,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Georgia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Not important at all,Very important,Very important,Somewhat important,Not so important,Somewhat important,Somewhat important,Very important,Somewhat important,Republicans,Republicans,Neither,Republicans,Republicans,Republicans,Neither,Neither,Republicans,Republicans,Republicans,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,An Independent,50-64,"Yes, I am willing to be interviewed"
258570906,1.3299,English,qualified,28,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Iowa,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Somewhat important,Not important at all,Very important,Very important,Not so important,Very important,Somewhat important,Not so important,Somewhat important,Somewhat important,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,A Republican,18-29,"No, I am not willing to be interviewed"
258570907,1.341,Spanish,qualified,24,No high school diploma or GED,Less than high school,Male,Hispanic,3,"$75,000 to $99,999",Never married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,No opinion,Favorable,Right direction,Very important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Not so important,Very important,Very important,Neither,Both,Both,Both,Neither,Neither,Both,Both,Neither,Neither,Both,Would not vote,Would not vote,Catholic,No,An Independent,18-29,"No, I am not willing to be interviewed"
258570908,1.2137,English,qualified,50,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Rhode Island,Self-employed,Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Not important at all,Very important,Very important,Not so important,Not important at all,Not so important,Somewhat important,Very important,Somewhat important,Republicans,Republicans,Neither,Both,Republicans,Neither,Both,Both,Neither,Republicans,Both,Would make no difference in your vote,Would make no difference in your vote,Catholic,No,A Republican,50-64,"No, I am not willing to be interviewed"
258570909,.9357,English,qualified,57,Some college or Associate degree,Some college,Male,"Black, Non-Hispanic",1,"$50,000 to $74,999",Divorced,Metro,South,Rented for cash,Texas,Other,Working part-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Would make no difference in your vote,Would make no difference in your vote,Other Christian religion,Yes,An Independent,50-64,"No, I am not willing to be interviewed"
258570910,.8828,English,qualified,29,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Skipped,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither,Neither,Democrats,Neither,Neither,Democrats,Democrats,Democrats,Neither,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,No religion, ,A Democrat,18-29,"No, I am not willing to be interviewed"
258570911,1.8831,English,qualified,30,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$10,000 to $24,999",Never married,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Indiana,Other,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Somewhat important,Very important,Very important,Not so important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Neither,Neither,Neither,Republicans,Democrats,Neither,Democrats,Republicans,Republicans,Republicans,Neither,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,No religion, ,An Independent,30-49,"No, I am not willing to be interviewed"
258570912,1.4231,English,qualified,26,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,5,"$50,000 to $74,999",Never married,Metro,West,Rented for cash,California,Employed full-time (by someone else),Not working,not parents of children 0-17 YO,Favorable,Favorable,Skipped,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Both,Both,Both,Both,Democrats,Both,Skipped,Skipped,Skipped,Both,Both,Would make no difference in your vote,Would make no difference in your vote,Other Christian religion,Skipped,A Democrat,18-29,"No, I am not willing to be interviewed"
258570913,1.2243,English,qualified,56,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",5,"$150,000 or more",Divorced,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Somewhat important,Somewhat important,Somewhat important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Republicans,Both,Democrats,Republicans,Neither,Neither,Neither,Democrats,Democrats,Democrats,Neither,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,Catholic,No,An Independent,50-64,"No, I am not willing to be interviewed"
258570914,1.0141,English,qualified,65,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",Six or more,"$150,000 or more",Now Married,Metro,West,Rented for cash,California,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Not so important,Not so important,Very important,Somewhat important,Neither,Neither,Both,Democrats,Republicans,Republicans,Democrats,Both,Both,Both,Both,More likely to vote for the Republican candidate in that election,Would not vote,Catholic,No,An Independent,65+,"No, I am not willing to be interviewed"
258570915,1.0753,English,qualified,26,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$75,000 to $99,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Missouri,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Republicans,Republicans,Democrats,Republicans,Republicans,Neither,Republicans,Republicans,Republicans,Republicans,Republicans,Would make no difference in your vote,Would make no difference in your vote,Other Christian religion,No,A Republican,18-29,"No, I am not willing to be interviewed"
258570916,.9766,English,qualified,35,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Delaware,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Somewhat important,Not important at all,Somewhat important,Not so important,Not so important,Not so important,Very important,Very important,Somewhat important,Not so important,Republicans,Republicans,Neither,Republicans,Neither,Republicans,Democrats,Democrats,Both,Neither,Neither,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,Other Christian religion,No,An Independent,30-49,"No, I am not willing to be interviewed"
258570917,1.003,English,qualified,26,Bachelor’s degree,Bachelors degree or higher,Female,"Black, Non-Hispanic",1,"$25,000 to $49,999",Never married,Metro,South,Rented for cash,Texas,Currently laid off,Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Would make no difference in your vote,Would make no difference in your vote,Other Christian religion,No,An Independent,18-29,"No, I am not willing to be interviewed"
258570918,.9339,English,qualified,63,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$25,000 to $49,999",Separated,Metro,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Somewhat important,Not so important,Very important,Very important,Not important at all,Very important,Not so important,Not so important,Not important at all,Somewhat important,Republicans,Republicans,Neither,Republicans,Republicans,Republicans,Republicans,Neither,Neither,Republicans,Republicans,Less likely to vote for the Republican candidate in that election,Would make no difference in your vote,Catholic,Yes,A Republican,50-64,"Yes, I am willing to be interviewed"
258570919,1.1046,English,qualified,52,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",3,"$50,000 to $74,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,South Carolina,Self-employed,Working full-time,not parents of children 0-17 YO,Unfavorable,No opinion,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Neither,Neither,Neither,Neither,Republicans,Neither,Neither,Republicans,Neither,Neither,Neither,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,Something else,50-64,"No, I am not willing to be interviewed"
258570920,1.3396,English,qualified,58,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$10,000 to $24,999",Divorced,Metro,South,Rented for cash,Kentucky,Other,Not working,not parents of children 0-17 YO,Unfavorable,No opinion,Wrong direction,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Skipped,Very important,Democrats,Democrats,Neither,Neither,Republicans,Democrats,Democrats,Republicans,Neither,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,No religion, ,A Democrat,50-64,"No, I am not willing to be interviewed"
258570921,.6986,English,qualified,60,No high school diploma or GED,Less than high school,Male,"Black, Non-Hispanic",1,"$10,000 to $24,999",Divorced,Metro,South,Occupied without payment of cash rent,Louisiana,Other,Not working,not parents of children 0-17 YO,Unfavorable,Don’t know,Right direction,Very important,Very important,Not so important,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Both,Both,Both,Both,Both,Both,Both,Both,Both,Both,Both,Would not vote,Would not vote,Islam/Muslim, ,A Democrat,50-64,"No, I am not willing to be interviewed"
258570922,.9837,English,qualified,38,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,Oregon,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Democrats,Neither,Democrats,Neither,Neither,Democrats,Democrats,Democrats,Neither,Democrats,Democrats,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,No religion, ,A Democrat,30-49,"No, I am not willing to be interviewed"
258570923,.9265,English,qualified,62,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Divorced,Metro,West,Rented for cash,Arizona,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Not important at all,Not important at all,Very important,Not important at all,Not important at all,Very important,Not so important,Very important,Very important,Not important at all,Not important at all,Democrats,Democrats,Democrats,Democrats,Neither,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,No religion, ,An Independent,50-64,"Yes, I am willing to be interviewed"
258570924,1.2218,Spanish,qualified,38,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,4,"Less than $10,000",Now Married,Metro,NorthEast,Rented for cash,Pennsylvania,Other,Not working,parents of children 0-17 YO,No opinion,No opinion,Wrong direction,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Both,Both,Both,Both,Both,Both,Both,Both,Both,Both,Both,Would make no difference in your vote,Would make no difference in your vote,No religion, ,Something else,30-49,"No, I am not willing to be interviewed"
258570925,.9373,English,qualified,35,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,No opinion,Wrong direction,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Republicans,Republicans,Democrats,Neither,Both,Neither,Democrats,Both,Both,Neither,Neither,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,Catholic,No,An Independent,30-49,"No, I am not willing to be interviewed"
258570926,.7006,English,qualified,42,Master’s degree or above,Bachelors degree or higher,Female,"Black, Non-Hispanic",2,"$100,000 to $149,999",Divorced,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Republicans,Democrats,Neither,Both,Democrats,Democrats,Democrats,Republicans,Neither,Neither,Democrats,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,A Democrat,30-49,"No, I am not willing to be interviewed"
258570927,.9518,English,qualified,28,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Never married,Metro,South,Rented for cash,Louisiana,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Very important,Somewhat important,Very important,Not so important,Not so important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not so important,Both,Republicans,Democrats,Both,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",No,An Independent,18-29,"Yes, I am willing to be interviewed"
258570928,.7269,English,qualified,72,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,Colorado,Retired,Not working,not parents of children 0-17 YO,Unfavorable,No opinion,Wrong direction,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not so important,Very important,Somewhat important,Somewhat important,Neither,Neither,Neither,Republicans,Neither,Neither,Neither,Neither,Neither,Neither,Neither,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,An Independent,65+,"Yes, I am willing to be interviewed"
258570929,1.2218,English,qualified,35,No high school diploma or GED,Less than high school,Female,Hispanic,4,"Less than $10,000",Never married,Metro,NorthEast,Rented for cash,Pennsylvania,Other,Not working,parents of children 0-17 YO,Don’t know,Don’t know,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Would not vote,Would make no difference in your vote,Other Christian religion,No,Something else,30-49,"No, I am not willing to be interviewed"
